aconseja	2305_1378_000101	1.72	2.32
aconsejar	3553_2162_000015	2.9	3.7
aconsejo	12953_12700_000015	4.8	5.6
acontece	7393_6686_000850	1.68	2.18
acontecerá	10206_10282_000057	12.92	13.64
acontecido	441_567_000415	5.88	6.74
acontecimiento	12692_11991_000006	5.48	6.2
acontecimientos	13664_11991_000081	16.0	16.7
acorazadas	12367_13378_000117	0.68	1.26
acordaba	4064_1378_000206	0.4	1.12
acordado	12367_13403_002261	4.7	5.18
acordar	6447_4369_000149	0.88	1.34
acordara	2363_1378_000149	16.3	16.8
acordarse	10982_9310_000016	18.18	18.72
acorde	8688_9310_000055	13.6	14.0
acordes	8060_7405_000046	2.96	3.46
acordó	441_567_000049	1.6	2.32
acorta	7560_5079_000038	3.32	3.82
acortar	2363_1378_000018	0.92	1.44
acosado	6156_4006_000049	6.22	6.7
acostada	13697_11991_000125	10.94	11.4
acostar	6447_4369_000123	2.4	2.91
acostara	5511_4369_000019	14.2	14.72
acostarme	8060_9503_000119	13.76	14.24
acostarse	6447_4369_000139	2.94	3.44
acostumbra	3136_2577_000427	12.49	13.24
acostumbrada	8881_8550_000073	6.22	7.1
acostumbradas	5168_4369_000007	9.74	10.44
acostumbrado	6453_4006_000016	13.4	14.1
acre	10982_9310_000046	2.84	3.1
acrecentada	4817_4006_000015	0.514	1.18
acrecentar	6201_4369_000006	11.46	12.04
acredita	6201_4369_000044	9.0	9.54
acreditar	383_567_000078	6.0	6.74
acribillado	6156_4006_000048	3.48	4.08
acritud	2363_9310_000090	12.26	12.8
actas	5922_4006_000018	14.96	15.34
actitud	13697_11991_000038	8.56	8.9
activa	9063_10604_000079	10.4	11.07
actividad	6615_11957_000011	3.02	3.56
acto	452_567_000289	3.54	3.82
actos	12367_13208_003120	11.46	11.8
actrices	6615_11957_000031	15.3	15.94
actual	11797_12198_000457	0.76	1.06
actualidad	10206_9503_000662	3.02	3.56
acude	10256_10604_000035	6.58	7.06
acudido	6447_4369_000149	14.3	14.72
acudir	12367_13403_002541	18.78	19.18
acudió	3946_4369_000952	0.3	0.6
acudí	6768_5079_000199	0.56	0.98
acudía	12367_13403_003537	13.42	13.8
acuerda	6615_11957_000003	9.86	10.4
acuerdan	6615_11957_000029	4.36	4.92
acuerdo	8688_9310_000032	1.28	1.76
acullá	5511_4369_000087	3.33	3.92
acumulado	8060_9503_000147	1.4	1.96
acurrucada	13697_11991_000011	2.66	3.14
acurrucado	5051_5079_000122	10.7	11.3
acurrucados	6768_5079_000021	5.65	6.8
acusación	3946_6554_002756	3.96	4.46
acusado	1474_1378_000174	16.3	16.84
acusar	8313_7613_000040	4.22	4.62
acuérdate	6201_4369_000097	13.66	14.18
acémila	675_567_000079	5.92	6.44
acérrimo	8881_8550_000073	14.9	15.72
acólito	5922_4006_000007	1.78	2.2
ada	12689_12700_000042	10.4	10.62
adapta	13690_14558_000013	0.72	1.1
adecuados	10827_11991_000046	6.44	7.32
adelantada	2363_9310_000047	2.02	2.74
adelantadas	12091_11957_000030	3.24	4.02
adelantados	1474_1378_000060	5.06	5.96
adelantamiento	2363_9310_000144	15.02	15.84
adelante	12692_11991_000017	7.48	7.92
adelanto	3946_9643_001377	0.38	0.82
adelantó	101_567_000200	2.3	2.96
ademas	10206_9503_000481	8.54	8.94
adentro	8881_8550_001051	3.42	3.96
aderezadas	6201_4369_000021	5.8	6.5
aderezado	675_567_000461	5.48	6.26
aderezados	1447_567_000000	1.52	2.42
aderezar	1512_1378_000233	1.97	2.42
aderezo	5511_4369_000049	4.26	4.64
adherente	5922_4006_000010	13.9	14.34
adivinado	12367_13208_002587	3.92	4.4
adivinanzas	2305_1378_000074	8.04	8.92
adivinar	12692_11991_000017	1.3	1.62
adivinó	4817_4006_000024	1.24	1.76
adiós	11410_10604_000033	10.29	11.24
adjetivo	11135_11957_000055	3.78	4.42
administrado	12367_14286_001126	10.38	10.98
administrar	407_567_000001	7.68	8.28
admira	11410_10604_000069	0.52	1.1
admiraba	13664_11991_000337	3.52	4.02
admirable	407_567_000407	2.22	2.66
admirables	13690_14644_000114	12.08	12.76
admiración	5922_4006_000024	6.5	7.04
admirado	1474_1378_000188	3.66	4.28
admirador	5922_4006_000006	6.28	6.74
admiradores	103_1946_001859	5.6	6.14
admirados	2285_2162_000412	6.71	7.66
admirando	8313_7613_000065	8.72	9.52
admirar	13690_14558_000049	0.84	1.28
admite	11135_11957_000066	7.64	8.02
admitidas	452_567_000012	10.6	11.2
admitía	7433_5079_000181	10.1	10.54
adolescencia	8304_7613_000057	12.18	13.4
adolescente	5168_5079_000073	8.98	9.62
adolfo	6768_5079_000063	3.22	3.78
adonde	441_567_000217	7.5	7.92
adondequiera	1512_1378_000178	5.97	6.72
adopción	8881_8550_000908	8.4	9.0
adoptado	11553_11957_000007	11.1	11.68
adoptar	13664_11991_000209	4.6	5.64
adoraba	3290_1378_000023	12.38	12.94
adoración	8304_7613_000057	8.88	9.52
adorada	10827_11991_000175	4.38	4.88
adormecido	6453_4006_000039	13.58	14.28
adormecidos	6768_5079_000078	5.34	6.16
adorna	7433_5079_000519	11.48	11.94
adornada	2363_1378_000047	7.49	8.04
adornadas	1512_1378_000048	2.52	3.16
adornado	1512_1378_000172	7.7	8.32
adornados	1512_1378_000170	16.96	17.46
adornar	2363_9310_000047	9.02	9.68
adorno	6447_4369_000137	2.54	2.88
adornos	2285_2162_000588	4.36	4.96
adoro	7433_7405_000071	0.9	1.24
adquieren	3946_5425_001537	5.52	5.92
adquiridas	10246_14144_001767	8.16	8.8
adquirido	6615_11957_000073	7.54	8.44
adquiriendo	8881_8550_000911	6.6	7.52
adquirir	6615_11957_000067	14.26	14.84
adrede	10206_9310_000173	12.26	12.98
adulación	4064_1378_000021	5.92	6.54
adulador	6768_5079_000249	11.02	11.7
adulón	8882_8509_000060	3.0	3.68
advenimiento	8881_8550_000334	9.3	10.16
adversario	9972_14218_000176	1.6	2.2
adversarios	10206_9503_000481	12.34	12.96
adversidad	10206_9951_000072	2.445	3.06
advertencia	3946_10158_000256	0.92	1.6
advertida	383_567_000198	13.98	14.78
advertidos	383_567_000004	8.68	9.58
advertimiento	2363_1378_000287	12.78	13.64
advierte	101_567_000187	0.52	1.06
advirtieron	5511_4369_000063	15.88	16.56
advirtió	6447_4369_000124	8.62	9.12
adónde	2363_1378_000169	3.84	4.34
afabilidad	6201_4369_000221	12.22	12.84
afable	8060_7405_000197	15.22	15.62
afamada	3136_2577_000669	6.82	7.42
afamados	7393_6686_001616	9.1	9.62
afanes	103_5937_000327	2.56	3.08
afecciones	12692_11991_000018	9.6	10.08
afectaba	13690_11991_000007	3.44	3.92
afectación	1474_1378_000206	4.08	4.9
afectada	9648_9358_000002	10.58	11.2
afectado	3946_7779_001740	11.0	11.54
afectando	8688_9310_000072	2.84	3.52
afectivo	12692_11991_000000	9.94	10.4
afecto	5922_4006_000007	6.34	6.72
afectos	13697_11991_000151	5.44	5.96
afectuoso	13664_11991_000020	1.0	1.58
afeitada	5168_4006_000002	14.44	15.04
afeitadas	6447_4369_000279	6.98	7.52
afeitado	10246_10541_000019	6.8	7.52
aficionada	13690_14644_000058	14.52	15.18
aficionado	2305_1378_000222	13.62	14.12
afición	12367_13403_002930	2.48	2.78
afilado	11797_12198_000457	10.36	10.76
afirmaba	8313_7613_000031	7.01	7.66
afirmación	12367_13208_002391	12.06	12.56
afirmando	11553_11957_000010	2.2	2.66
afirmaron	8881_8550_000448	6.72	7.48
afirmarse	11694_11957_000046	1.0	1.66
afirmo	1853_1378_000387	9.04	9.5
aflige	8688_8509_000156	9.26	9.72
afligida	3290_3105_002152	13.42	13.98
afligido	8304_7613_000090	9.12	10.42
afligidos	3290_3105_001528	4.83	5.48
aforismo	677_1378_000251	9.84	10.28
afortunada	1512_1378_000173	13.1	13.74
afortunadamente	6615_11957_000076	0.65	1.6
afortunado	5168_4369_000265	2.55	3.2
afrancesado	7393_6686_000960	6.4	7.08
afrenta	2305_1378_000071	4.54	5.06
afrentada	8677_10604_000169	5.346	6.22
afrentado	4064_1378_000096	6.5	7.24
afrentados	4064_1378_000118	1.1	1.86
afrentar	2305_1378_000040	3.44	3.9
afrentoso	12428_12700_000015	5.16	5.96
africanos	2285_2162_000594	5.8	6.78
afuera	1512_1378_000264	13.0	13.34
afueras	5051_4006_000089	10.98	11.56
agamenón	3946_9282_000261	13.0	13.58
agarrado	4817_4006_000056	10.44	11.0
agarrotado	12367_13797_000211	4.807	5.342
agentes	10982_9310_000042	4.64	5.04
agilidad	5168_5079_000084	2.36	2.76
agita	13664_11991_000431	4.04	4.42
agitaba	6768_5079_000066	5.92	6.42
agitacion	3946_9503_000228	7.52	8.04
agitaciones	8688_8509_000048	12.36	12.8
agitación	13690_11991_000102	8.42	8.92
agitada	12689_12700_000237	7.26	7.84
agitado	11797_13121_000480	5.54	6.12
agitando	7433_7405_000427	5.31	6.16
agitar	5051_5079_000089	7.72	8.48
agitó	13690_14644_000079	4.78	5.48
aglomerar	12689_12700_000183	10.06	10.84
agobiado	8677_9951_000037	2.9	3.72
agonía	7393_6686_001022	11.08	11.62
agora	452_567_000152	13.58	13.88
agorero	11410_10604_000033	9.74	10.22
agosto	5047_4006_000009	0.8	1.34
agotado	8688_9310_000010	16.64	16.96
agrada	11797_13362_000083	10.08	10.46
agradable	9972_14147_000656	3.72	4.34
agradables	10827_11991_000019	11.06	11.86
agradado	5051_5079_000138	12.12	12.68
agradar	1853_2701_000053	11.7	12.18
agradecer	383_567_000136	11.84	12.56
agradecido	5051_4006_000050	7.74	8.34
agradecimiento	6156_4006_000015	11.26	12.04
agrado	3136_2612_000126	5.42	5.82
agradó	5168_4369_000642	10.98	11.36
agravado	8313_7613_000057	3.97	4.82
agravar	8882_12508_001022	1.58	2.34
agraviado	6447_4369_000178	3.41	3.96
agravio	4064_1378_000118	15.68	16.26
agresiva	6453_4006_000048	1.28	1.78
agresivo	8881_8550_001081	16.98	17.64
agresor	6453_4006_000061	6.26	6.74
agreste	12367_13208_000826	6.34	6.76
agrietado	5051_5079_000081	12.02	12.5
agua	6768_5079_000243	17.5	17.8
aguador	5511_4369_000017	11.08	11.68
aguanta	10246_11832_000516	5.08	5.63
aguantar	13697_11991_000048	7.9	8.42
aguante	8688_8509_000151	6.242	6.74
aguarda	441_567_000304	17.6	18.32
aguardaban	5863_4006_000036	1.0	1.48
aguardado	5051_5079_000070	7.76	8.32
aguardando	11797_13441_000536	5.38	6.08
aguardiente	103_1946_001252	2.1	2.74
aguas	6768_5079_000243	17.5	17.8
aguda	6447_4369_000065	14.86	15.24
agudas	4064_1378_000036	2.84	3.42
agudeza	2305_1378_000039	8.88	9.26
agudos	8882_11802_000385	7.22	7.84
aguijón	11048_9358_000201	13.7	14.36
aguilar	441_567_000425	7.18	7.64
aguirre	8881_8550_000611	11.14	11.7
aguja	8313_7613_000030	9.58	9.84
agujereada	2262_2162_000012	15.27	16.32
agujero	10191_9310_000008	14.5	15.28
agujeros	10246_13671_000499	5.58	6.16
agónico	8313_7613_000000	1.28	1.84
agüero	1512_1378_000012	18.84	19.22
ah	2363_9310_000109	9.04	9.5
aherrojada	3290_3105_002047	5.86	6.54
ahincadas	383_567_000236	7.78	8.42
ahogada	11797_13498_000045	10.3	10.76
ahogado	8313_7613_000000	7.26	7.76
ahogas	11064_10604_000026	7.56	8.14
ahogo	11040_9310_000045	10.52	10.94
ahondar	13664_11991_000266	11.6	11.98
ahora	5922_4006_000006	4.6	4.86
ahorcados	2363_1378_000103	10.16	10.96
ahorcar	2363_1378_000103	12.98	13.6
ahorrado	13664_11991_000218	13.52	13.86
ahorrar	3136_2577_000496	15.16	15.46
ahorros	8060_7405_000042	11.2	11.7
ahuehuetes	103_1946_002007	3.54	4.06
ahí	2305_1378_000031	6.92	7.08
ahínco	6201_4369_000053	14.96	15.262
airados	3946_9282_001438	1.76	2.18
aire	10982_9310_000010	10.92	11.14
aislada	10827_11991_000219	6.14	6.94
aislados	7433_7613_000369	5.78	6.58
aislamiento	4817_4006_000061	5.4	6.08
aja	11410_10604_000053	11.88	12.26
ajado	11048_11486_000228	15.58	15.98
ajax	3553_2162_000010	7.58	8.14
ajena	10827_11991_000121	7.88	8.3
ajenas	675_567_000260	4.92	5.46
ajeno	1853_1378_000088	11.56	12.14
ajenos	11048_9358_000149	2.48	3.02
ajimez	5051_5079_000081	8.98	9.54
ajo	11410_10604_000036	16.33	17.18
ajorca	6768_5079_000009	14.62	15.42
ajos	2363_1378_000643	9.78	10.18
ajustado	8688_9310_000110	3.72	4.34
ajustar	6453_4006_000009	3.48	3.9
ajuste	6201_4369_000223	7.96	8.36
al	103_567_000186	3.86	4.5
ala	8882_11131_000027	13.96	15.1
alabada	1512_1378_000062	9.52	10.02
alabado	6447_4369_000253	12.34	12.76
alabanza	383_567_000236	15.36	16.08
alabar	8886_9951_000013	8.76	9.36
alabastro	5051_5079_000043	4.66	5.26
alabó	5511_4369_000052	16.54	17.14
alados	11797_12198_000182	6.4	6.72
alambrado	7433_7613_000856	10.6	11.08
alambre	7433_7613_000741	7.98	8.82
alameda	3946_7779_001608	16.06	16.54
alarde	103_1946_001416	3.02	3.4
alargar	407_567_000367	7.0	7.34
alarido	11048_11486_000081	12.42	12.94
alaridos	13690_14558_000016	11.3	11.82
alarma	7433_5079_000084	4.5	4.96
alarmada	11040_9310_000057	12.82	13.8
alarmantes	13697_11991_000163	7.38	8.06
alas	10256_10604_000011	12.64	13.08
alazán	6768_5079_000203	7.34	7.88
alba	11410_10604_000061	4.26	4.64
albacete	6156_4006_000039	5.48	6.04
albahaca	10256_10604_000048	2.36	3.04
albarda	11797_12198_000524	1.66	2.0
albañilería	11135_11957_000015	9.03	9.98
albedrío	103_1946_001647	14.74	15.24
alberto	8060_7405_000059	3.72	4.16
albor	103_1946_002020	0.92	1.32
alboradas	11797_13121_000331	3.98	4.46
albornoz	2285_2162_000488	10.26	11.1
alborotada	677_1378_000276	10.84	11.64
alborozados	6453_4006_000017	5.56	6.2
albricias	1474_1378_000012	7.8	8.5
alcabala	5168_4369_000598	3.68	4.12
alcahuete	675_567_000460	5.74	6.28
alcalde	8060_7405_000241	9.72	10.334
alcaldes	5922_4006_000022	4.06	4.6
alcalá	407_567_000823	8.7	9.214
alcance	13690_11991_000064	11.68	12.12
alcanfor	5922_4006_000012	4.82	5.26
alcanzaba	5922_4006_000024	11.5	11.98
alcanzado	6447_4369_000147	9.36	9.88
alcanzados	1447_567_000000	4.52	5.42
alcanzan	1512_1378_000006	3.36	3.9
alcanzando	1512_1378_000224	0.78	1.3
alcanzar	2675_1378_000350	5.8	6.3
alcanzara	5863_4006_000041	4.44	5.0
alcanzaron	6447_4369_000294	12.98	13.58
alcanzo	6201_4369_000235	9.98	10.5
alcanzó	8304_7613_000090	11.52	12.04
alcoba	8060_7405_000225	13.0	13.42
alcohol	8881_8550_000852	1.22	1.68
alcornoque	2675_1378_000499	1.8	2.44
alcurnia	677_1378_000181	19.06	19.58
alcántara	5511_4369_000116	1.76	2.42
alcázar	1512_1378_000076	2.66	3.2
aldea	2305_1378_000206	5.84	6.12
aldeanas	1853_1378_000381	3.44	3.96
aldeas	2363_1378_000377	7.04	7.66
alegar	11048_12389_000109	4.04	4.44
alegra	103_5937_000327	10.32	10.78
alegraba	4817_4006_000026	5.2	5.62
alegres	13690_14558_000066	6.7	7.16
alegria	12341_12700_000615	3.4	3.82
alegría	12367_13403_003202	2.54	2.96
alegrías	12367_13285_001439	10.5	11.12
alegórico	5168_4369_000514	14.32	14.82
aleja	8688_8509_000103	4.34	4.7
alejaba	12367_13208_000024	9.04	9.46
alejamiento	13690_11991_000017	9.0	9.64
alejan	7560_5079_000068	11.0	11.46
alejandro	4064_1378_000165	12.6	13.28
alejaron	12428_12700_000007	1.26	1.78
alejó	6156_4006_000024	0.98	1.28
alemana	11694_11957_000024	4.2	4.6
alemanas	4064_1378_000108	8.98	9.5
alemania	11135_11957_000018	15.76	16.26
alentado	13664_11991_000010	2.12	2.72
alero	11048_12389_000082	12.36	12.66
aleros	6453_4006_000025	3.38	3.78
alerta	677_1378_000130	7.9	8.4
aleteo	5051_4006_000079	15.24	15.76
alevosía	407_567_000743	5.62	6.24
alfalfa	7393_6686_001438	8.35	9.2
alfanje	2305_1378_000073	7.28	7.92
alfeñique	10982_9310_000036	15.42	16.06
alfiler	10246_11240_001698	14.94	15.3
alfombra	8313_7613_000017	0.88	1.34
alfombras	4817_4006_000019	8.66	9.32
alfredo	3136_2577_000409	5.11	6.26
alféizar	5051_5079_000050	8.3	8.88
alférez	5168_4369_000315	3.52	3.9
algarabía	3136_2577_000547	4.9	5.48
algarrobos	5051_4006_000067	16.24	17.0
algas	5051_4006_000096	7.52	7.94
algo	407_567_000704	8.28	8.54
algodón	2363_1378_000607	7.14	7.68
alguacil	2363_1378_000313	17.08	17.56
alguien	11797_11957_000433	0.56	0.82
alguna	6447_4369_000136	2.68	2.92
algunas	3290_3105_001516	2.42	2.8
alguno	10246_9503_000742	10.54	11.006
algunos	2305_1378_000008	4.3	4.58
algún	452_567_000269	6.48	6.64
alhajas	12341_12700_000151	12.26	12.8
aliados	3946_3275_000554	16.32	16.8
alianza	12692_11991_000006	13.7	14.12
alias	10191_9310_000038	4.82	5.44
alicante	5863_4006_000022	17.72	18.3
alicia	8313_7613_000036	8.32	9.22
aliento	11410_10604_000054	5.26	5.8
alimaña	6156_4006_000049	6.96	7.54
alimenta	11064_10604_000027	12.226	12.86
alimentan	13690_14558_000117	6.14	6.62
alimentarse	2285_2162_000386	3.98	4.86
alimento	103_1946_000192	13.54	13.98
aliviado	9972_10912_000591	3.42	4.0
alivio	13697_11991_000085	8.16	8.44
aljamiado	452_567_000203	15.26	15.84
allegados	12692_11991_000019	3.16	3.66
allende	11410_10604_000022	1.32	1.72
alli	12953_12700_000015	14.24	14.6
allá	9063_10604_000122	1.34	1.72
allí	11797_13264_000412	2.48	2.7
alma	407_567_000802	11.42	11.78
almagre	5511_4369_000155	16.62	17.16
almas	12367_13208_002587	2.78	3.06
almirante	5051_4006_000112	7.74	8.32
almohada	8688_9310_000078	6.62	7.1
almohadón	8313_7613_000008	3.924	4.574
almuerzo	10191_9310_000061	2.9	3.96
alojamiento	10191_9310_000031	4.5	5.78
alojarse	13664_11991_000509	10.12	10.68
alojó	407_567_000717	5.36	5.82
alonso	3946_6237_000014	15.8	16.18
alpaca	12367_13403_000278	12.9	13.3
alquiladas	11553_11957_000008	4.52	5.22
alquilado	5047_4006_000000	13.34	13.86
alrededor	8881_8550_000190	9.56	10.38
alrededores	2363_2162_000080	11.04	11.96
alsaciano	3136_2577_000464	13.86	14.4
alta	1474_1378_000151	12.74	13.12
altamirano	103_1946_001416	6.8	7.48
altar	6768_5079_000050	1.12	1.54
altares	7393_6686_001151	7.16	7.64
altas	9063_10604_000086	9.7	10.2
alter	12341_12700_000453	4.066	4.32
alterar	3136_2577_000575	2.28	2.7
alternativamente	8688_9310_000096	6.47	7.12
alterno	8677_10604_000186	7.64	8.28
alteza	3946_6554_002756	6.2	6.66
altillo	675_567_000256	12.1	12.62
altivez	4817_4006_000048	5.72	6.2
altivo	12428_12700_000006	10.02	10.42
alto	10982_9310_000010	6.78	7.04
altos	2675_1378_000179	6.9	7.34
alturas	6156_4006_000005	7.08	7.56
alucinaciones	8313_7613_000064	8.31	9.06
alude	1512_1378_000015	12.38	12.76
aludido	11135_11957_000057	14.32	14.84
aludió	10827_11991_000054	0.32	0.8
alumbraba	11797_13498_000170	13.68	14.38
alumbradas	3136_2577_000419	7.78	8.38
alumbrado	7393_6686_001621	11.62	12.24
alumno	2285_2162_000147	3.58	4.08
alusivas	8060_7405_000118	7.12	7.66
alza	11410_10604_000013	6.62	6.92
alzad	1853_1795_000445	1.54	2.54
alzado	677_567_000249	8.98	9.46
alzamiento	677_567_000249	13.34	14.1
alzan	2285_2162_000312	0.48	1.02
alzando	11048_12389_000070	1.4	2.18
